 ex1018                    SWAT+ 2025-11-19        MODULAR Rev 2025.61.0.2.5-552-ga4e85d8                 
       jday,        mon,        day,         yr,            unit,              gis_id ,    name        ,          npp_c,         harv_c,         drop_c,      grazeat_c,         emit_c
           ,           ,           ,           ,                ,                     ,                ,        kg C/ha,        kg C/ha,        kg C/ha,        kg C/ha,        kg C/ha
