 ex1018                    SWAT+ 2025-11-12        MODULAR Rev 2025.61.0.2.11-341-ga4e85d8                
          hru       year         mon         day     operation   lu_before         lu_after
         225        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         226        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         227        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         228        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         229        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         230        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         231        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         232        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         233        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         234        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         235        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         236        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         237        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         238        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         239        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         240        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         241        2005           1           1     LU_CHANGE hay_lum                                 bsvg_lum                                   0   0
         242        2005           1           1     LU_CHANGE hay_lum                                 bsvg_lum                                   0   0
         243        2005           1           1     LU_CHANGE hay_lum                                 bsvg_lum                                   0   0
         244        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         245        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         246        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         247        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         248        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         249        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         250        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         251        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         252        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         253        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         254        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         255        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         256        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         257        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         258        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         259        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         260        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         261        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         262        2005           1           1     LU_CHANGE hay_lum                                 bsvg_lum                                   0   0
         263        2005           1           1     LU_CHANGE hay_lum                                 bsvg_lum                                   0   0
         264        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         265        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         266        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         267        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         268        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         269        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         270        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         271        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         272        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         273        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         274        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         275        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         276        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         277        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         278        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         279        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         280        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         281        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         282        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         283        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         284        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         285        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         286        2005           1           1     LU_CHANGE wetw_lum                                bsvg_lum                                   0   0
         287        2005           1           1     LU_CHANGE wetw_lum                                bsvg_lum                                   0   0
         288        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         289        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         290        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         291        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         292        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         293        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
         294        2005           1           1     LU_CHANGE bsvg_lum                                bsvg_lum                                   0   0
