 ex1018                    SWAT+ 2025-11-12        MODULAR Rev 2025.61.0.2.11-341-ga4e85d8                
 jday,   mon,   day,    yr,    unit,  gis_id,  name          ,        precip,     snofall,      snomlt,    surq_gen,        latq,    wateryld,        perc,          et,     ecanopy,      eplant,       esoil,   surq_cont,          cn,     sw_init,    sw_final,      sw_ave,      sw_300,    sno_init,   sno_final,     snopack,         pet,       qtile,         irr,  surq_runon,  latq_runon,    overbank,    surq_cha,    surq_res,     surq_ls,    latq_cha,    latq_res,     latq_ls,     gwsoilq,       satex,  satex_chan,   sw_change,     lagsurf,     laglatq,    lagsatex,    wet_evap,    wet_oflo,    wet_stor,   plant_cov    ,   mgt_ops                    
     ,      ,      ,      ,        ,        ,                ,          mm  ,          mm,          mm,          mm,          mm,          mm,          mm,          mm,          mm,          mm,          mm,          mm,         ---,          mm,          mm,          mm,          mm,          mm,          mm,          mm,          mm,          mm,          mm,          mm,          mm,          mm,          mm,          mm,          mm,          mm,          mm,          mm,          mm,          mm,          mm,          mm,          mm,          mm,          mm,          mm,          mm,          mm
365,12,31,2018,1109,1109,hru01109        ,72.0,12.3,12.3,.589E-04,.00,.589E-04,.00,72.6,.00,.00,72.6,.00,53.6,6.40,.300E-05,1.96,1.96,.00,.00,.545,.113E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,-.580,.305E-03,.00,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1110,1110,hru01110        ,72.0,12.3,12.3,.196E-03,.00,.196E-03,.00,72.6,.00,.00,72.6,.00,53.6,6.40,.300E-05,1.96,1.96,.00,.00,.545,.113E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,-.580,.168E-03,.00,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1111,1111,hru01111        ,72.0,12.3,12.3,.362E-03,.00,.362E-03,.00,72.6,.00,.00,72.6,.00,53.6,6.40,.300E-05,1.96,1.96,.00,.00,.545,.113E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,-.580,.223E-05,.00,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1112,1112,hru01112        ,56.6,3.40,3.40,.304E-03,.00,.304E-03,.00,56.6,.00,.00,56.6,.00,37.5,.300E-05,.300E-05,.970,.970,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,-.642E-07,.602E-04,.120E-02,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1113,1113,hru01113        ,56.6,3.40,3.40,.168E-03,.00,.168E-03,.00,56.6,.00,.00,56.6,.00,37.5,.300E-05,.300E-05,.970,.970,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.221E-07,.196E-03,.237E-03,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1114,1114,hru01114        ,72.0,12.3,12.3,.728E-04,.00,.728E-04,.00,72.4,.00,.00,72.4,.00,37.2,3.90,.300E-05,1.65,1.63,.00,.00,.545,.113E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,-.353,.291E-03,.700E-02,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1115,1115,hru01115        ,72.0,12.3,12.3,.240E-03,.159E-04,.256E-03,.00,72.4,.00,.00,72.4,.00,37.2,3.90,.300E-05,1.65,1.63,.00,.00,.545,.113E+04,.00,.00,.00,.00,.00,.00,.00,.00,.159E-04,.00,.00,.00,.00,.00,-.353,.124E-03,.130E-01,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1116,1116,hru01116        ,64.9,5.26,5.26,2.33,.00,2.33,.00,62.6,.00,.00,62.6,2.33,53.1,.300E-05,.300E-05,1.08,1.08,.00,.00,.351,.113E+04,.00,.00,.00,.00,.00,2.33,.00,.00,.00,.00,.00,.00,.00,.00,.289E-06,.529E-03,.00,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1117,1117,hru01117        ,55.3,2.34,2.34,13.0,.00,13.0,.00,42.3,.00,.00,42.3,13.0,52.5,.300E-05,.300E-05,.389,.389,.00,.00,.763E-01,.112E+04,.00,.00,.00,.00,.00,13.0,.00,.00,.00,.00,.00,.00,.00,.00,.316E-06,.151E-02,.00,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1118,1118,hru01118        ,56.6,3.40,3.40,.210E-03,.00,.210E-03,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,.986,.986,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.540E-06,.153E-03,.106E-02,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1119,1119,hru01119        ,56.6,3.40,3.40,.985E-04,.00,.985E-04,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,.986,.986,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.454E-06,.265E-03,.114E-03,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1120,1120,hru01120        ,56.6,3.40,3.40,.363E-03,.587E-05,.369E-03,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,.986,.986,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.587E-05,.00,.00,.00,.00,.00,.626E-06,.490E-06,.261E-02,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1121,1121,hru01121        ,56.6,3.40,3.40,.122E-03,.00,.122E-03,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,1.05,1.05,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.254E-06,.242E-03,.00,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1122,1122,hru01122        ,56.6,3.40,3.40,.224E-03,.00,.224E-03,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,1.05,1.05,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.254E-06,.139E-03,.00,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1123,1123,hru01123        ,56.6,3.40,3.40,.362E-03,.00,.362E-03,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,1.05,1.05,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.254E-06,.189E-05,.00,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1124,1124,hru01124        ,56.6,3.40,3.40,.364E-03,.00,.364E-03,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,1.05,1.05,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.254E-06,.992E-09,.00,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1125,1125,hru01125        ,56.6,3.40,3.40,.364E-03,.00,.364E-03,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,1.05,1.05,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.254E-06,.165E-09,.00,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1126,1126,hru01126        ,56.6,3.40,3.40,.294E-03,.115E-02,.144E-02,.901E-02,56.6,.00,.00,56.6,.00,62.2,.200E-05,.200E-05,.648,.648,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.115E-02,.00,.00,.00,.00,.00,-.111E-06,.695E-04,.861E-02,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1127,1127,hru01127        ,56.6,3.40,3.40,.215E-03,.138E-03,.353E-03,.902E-02,56.6,.00,.00,56.6,.00,62.2,.200E-05,.200E-05,.648,.648,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.138E-03,.00,.00,.00,.00,.00,-.456E-06,.149E-03,.677E-02,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1128,1128,hru01128        ,56.6,3.40,3.40,.364E-03,.817E-02,.854E-02,.900E-02,56.5,.00,.00,56.5,.00,62.2,.200E-05,.200E-05,.648,.648,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.817E-02,.00,.00,.00,.00,.00,-.241E-06,.315E-07,.153E-01,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1129,1129,hru01129        ,56.6,3.40,3.40,.364E-03,.160E-01,.164E-01,.898E-02,56.5,.00,.00,56.5,.00,62.2,.200E-05,.200E-05,.648,.648,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.160E-01,.00,.00,.00,.00,.00,-.241E-06,.00,.296E-01,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1130,1130,hru01130        ,56.6,3.40,3.40,.364E-03,.126E-01,.129E-01,.899E-02,56.5,.00,.00,56.5,.00,62.2,.200E-05,.200E-05,.648,.648,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.126E-01,.00,.00,.00,.00,.00,.185E-07,.174E-08,.232E-01,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1131,1131,hru01131        ,56.6,3.40,3.40,.122E-03,.00,.122E-03,.00,56.6,.00,.00,56.6,.00,37.6,.300E-05,.300E-05,.925,.920,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.241E-06,.241E-03,.284E-02,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1132,1132,hru01132        ,56.6,3.40,3.40,.225E-03,.163E-04,.241E-03,.00,56.6,.00,.00,56.6,.00,37.6,.300E-05,.300E-05,.925,.920,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.163E-04,.00,.00,.00,.00,.00,.198E-06,.139E-03,.656E-02,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1133,1133,hru01133        ,56.6,3.40,3.40,.363E-03,.141E-03,.504E-03,.00,56.6,.00,.00,56.6,.00,37.6,.300E-05,.300E-05,.925,.920,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.141E-03,.00,.00,.00,.00,.00,-.181E-07,.115E-05,.356E-02,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1134,1134,hru01134        ,56.6,3.40,3.40,.364E-03,.216E-03,.580E-03,.00,56.6,.00,.00,56.6,.00,37.6,.300E-05,.300E-05,.925,.920,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.216E-03,.00,.00,.00,.00,.00,.250E-07,.165E-09,.433E-02,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1135,1135,hru01135        ,56.6,3.40,3.40,.204E-03,.00,.204E-03,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,.986,.986,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.540E-06,.160E-03,.105E-02,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1136,1136,hru01136        ,56.6,3.40,3.40,.956E-04,.00,.956E-04,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,.986,.986,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.454E-06,.268E-03,.123E-03,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1137,1137,hru01137        ,56.6,3.40,3.40,.180E-03,.00,.180E-03,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,1.05,1.05,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.254E-06,.184E-03,.00,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1138,1138,hru01138        ,56.6,3.40,3.40,.741E-04,.00,.741E-04,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,1.05,1.05,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.254E-06,.290E-03,.00,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1139,1139,hru01139        ,56.6,3.40,3.40,.949E-04,.00,.949E-04,.00,56.6,.00,.00,56.6,.00,37.6,.300E-05,.300E-05,.925,.920,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.241E-06,.269E-03,.260E-02,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1140,1140,hru01140        ,56.6,3.40,3.40,.209E-03,.155E-04,.224E-03,.00,56.6,.00,.00,56.6,.00,37.6,.300E-05,.300E-05,.925,.920,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.155E-04,.00,.00,.00,.00,.00,-.104E-06,.155E-03,.661E-02,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1141,1141,hru01141        ,56.6,3.40,3.40,.188E-03,.00,.188E-03,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,1.05,1.05,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.254E-06,.176E-03,.00,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1142,1142,hru01142        ,56.6,3.40,3.40,.325E-03,.00,.325E-03,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,1.05,1.05,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.254E-06,.384E-04,.00,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1143,1143,hru01143        ,56.6,3.40,3.40,.224E-03,.00,.224E-03,.00,56.6,.00,.00,56.6,.00,37.5,.300E-05,.300E-05,.970,.970,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.221E-07,.139E-03,.326E-03,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1144,1144,hru01144        ,56.6,3.40,3.40,.347E-03,.174E-05,.348E-03,.00,56.6,.00,.00,56.6,.00,37.5,.300E-05,.300E-05,.970,.970,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.174E-05,.00,.00,.00,.00,.00,.221E-07,.170E-04,.138E-02,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1145,1145,hru01145        ,56.6,3.40,3.40,.253E-03,.00,.253E-03,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,.986,.986,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.454E-06,.111E-03,.994E-04,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1146,1146,hru01146        ,56.6,3.40,3.40,.353E-03,.00,.353E-03,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,.986,.986,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.367E-06,.108E-04,.442E-03,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1147,1147,hru01147        ,56.6,3.40,3.40,.361E-03,.00,.361E-03,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,1.06,1.06,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,-.350E-06,.241E-05,.00,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1148,1148,hru01148        ,56.6,3.40,3.40,.334E-03,.00,.334E-03,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,1.06,1.06,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,-.350E-06,.295E-04,.00,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1149,1149,hru01149        ,56.6,3.40,3.40,.114E-03,.00,.114E-03,.00,56.6,.00,.00,56.6,.00,37.5,.300E-05,.300E-05,.970,.970,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.221E-07,.250E-03,.317E-03,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1150,1150,hru01150        ,56.6,3.40,3.40,.249E-03,.176E-05,.250E-03,.00,56.6,.00,.00,56.6,.00,37.5,.300E-05,.300E-05,.970,.970,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.176E-05,.00,.00,.00,.00,.00,.221E-07,.115E-03,.140E-02,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1151,1151,hru01151        ,56.6,3.40,3.40,.101E-03,.00,.101E-03,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,.986,.986,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.454E-06,.263E-03,.883E-04,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1152,1152,hru01152        ,56.6,3.40,3.40,.304E-03,.00,.304E-03,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,.986,.986,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.540E-06,.599E-04,.959E-03,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1153,1153,hru01153        ,56.6,3.40,3.40,.163E-03,.00,.163E-03,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,1.05,1.05,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.254E-06,.201E-03,.00,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1154,1154,hru01154        ,56.6,3.40,3.40,.327E-03,.00,.327E-03,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,1.05,1.05,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.254E-06,.363E-04,.00,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1155,1155,hru01155        ,56.6,3.40,3.40,.831E-04,.00,.831E-04,.00,294.,.00,.00,294.,.00,.00,.300E-05,.300E-05,.502E-01,.502E-01,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.149E-07,.281E-03,.00,.00,239.,.00,.305,                                        ,                                        
365,12,31,2018,1156,1156,hru01156        ,56.6,3.40,3.40,.931E-04,.00,.931E-04,.00,294.,.00,.00,294.,.00,.00,.300E-05,.300E-05,.502E-01,.502E-01,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,-.215E-07,.271E-03,.00,.00,239.,.00,.305,                                        ,                                        
365,12,31,2018,1157,1157,hru01157        ,56.6,3.40,3.40,.336E-03,.178E-05,.338E-03,.00,56.6,.00,.00,56.6,.00,37.5,.300E-05,.300E-05,.970,.970,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.178E-05,.00,.00,.00,.00,.00,.221E-07,.275E-04,.141E-02,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1158,1158,hru01158        ,56.6,3.40,3.40,.163E-03,.00,.163E-03,.00,56.6,.00,.00,56.6,.00,37.5,.300E-05,.300E-05,.970,.970,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.221E-07,.201E-03,.288E-03,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1159,1159,hru01159        ,56.6,3.40,3.40,.266E-03,.00,.266E-03,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,.986,.986,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.454E-06,.976E-04,.109E-03,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1160,1160,hru01160        ,56.6,3.40,3.40,.350E-03,.00,.350E-03,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,.986,.986,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.367E-06,.134E-04,.454E-03,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1161,1161,hru01161        ,56.6,3.40,3.40,.127E-03,.00,.127E-03,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,1.05,1.05,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.254E-06,.237E-03,.00,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1162,1162,hru01162        ,56.6,3.40,3.40,.257E-03,.00,.257E-03,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,1.05,1.05,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.254E-06,.107E-03,.00,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1163,1163,hru01163        ,56.6,3.40,3.40,.364E-03,.00,.364E-03,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,1.05,1.05,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.254E-06,.123E-06,.00,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1164,1164,hru01164        ,56.6,3.40,3.40,.364E-03,.00,.364E-03,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,1.05,1.05,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.254E-06,.207E-09,.00,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1165,1165,hru01165        ,56.6,3.40,3.40,.363E-03,.217E-05,.365E-03,.00,56.6,.00,.00,56.6,.00,37.5,.300E-05,.300E-05,.970,.970,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.217E-05,.00,.00,.00,.00,.00,-.642E-07,.644E-06,.140E-02,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1166,1166,hru01166        ,56.6,3.40,3.40,.360E-03,.00,.360E-03,.00,56.6,.00,.00,56.6,.00,37.5,.300E-05,.300E-05,.970,.970,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,-.642E-07,.412E-05,.991E-03,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1167,1167,hru01167        ,56.6,3.40,3.40,.185E-03,.00,.185E-03,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,.986,.986,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.454E-06,.179E-03,.109E-03,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1168,1168,hru01168        ,56.6,3.40,3.40,.315E-03,.00,.315E-03,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,.986,.986,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.540E-06,.492E-04,.101E-02,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1169,1169,hru01169        ,56.6,3.40,3.40,.364E-03,.758E-05,.371E-03,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,.986,.986,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.758E-05,.00,.00,.00,.00,.00,.540E-06,.414E-10,.261E-02,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1170,1170,hru01170        ,56.6,3.40,3.40,.261E-03,.00,.261E-03,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,1.06,1.06,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,-.350E-06,.103E-03,.00,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1171,1171,hru01171        ,56.6,3.40,3.40,.352E-03,.00,.352E-03,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,1.06,1.06,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,-.350E-06,.113E-04,.00,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1172,1172,hru01172        ,56.6,3.40,3.40,.249E-03,.00,.249E-03,.00,56.6,.00,.00,56.6,.00,37.6,.300E-05,.300E-05,.925,.920,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.682E-07,.114E-03,.191E-02,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1173,1173,hru01173        ,56.6,3.40,3.40,.362E-03,.199E-05,.364E-03,.00,56.6,.00,.00,56.6,.00,37.6,.300E-05,.300E-05,.925,.920,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.199E-05,.00,.00,.00,.00,.00,-.104E-06,.193E-05,.820E-02,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1174,1174,hru01174        ,56.6,3.40,3.40,.127E-03,.00,.127E-03,.00,56.6,.00,.00,56.6,.00,37.5,.300E-05,.300E-05,.970,.970,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.221E-07,.237E-03,.231E-03,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1175,1175,hru01175        ,56.6,3.40,3.40,.290E-03,.262E-05,.293E-03,.00,56.6,.00,.00,56.6,.00,37.5,.300E-05,.300E-05,.970,.970,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.262E-05,.00,.00,.00,.00,.00,-.642E-07,.738E-04,.140E-02,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1176,1176,hru01176        ,56.6,3.40,3.40,.362E-03,.312E-04,.393E-03,.00,56.6,.00,.00,56.6,.00,37.5,.300E-05,.300E-05,.970,.970,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.312E-04,.00,.00,.00,.00,.00,.281E-06,.143E-05,.582E-03,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1177,1177,hru01177        ,56.6,3.40,3.40,.126E-03,.00,.126E-03,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,1.05,1.05,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.254E-06,.238E-03,.00,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1178,1178,hru01178        ,56.6,3.40,3.40,.256E-03,.00,.256E-03,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,1.05,1.05,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.254E-06,.108E-03,.00,.00,.00,.00,.00,                                        ,                                        
365,12,31,2018,1179,1179,hru01179        ,56.6,3.40,3.40,.116E-03,.00,.116E-03,.00,56.6,.00,.00,56.6,.00,54.0,.300E-05,.300E-05,.986,.986,.00,.00,.101,.111E+04,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.454E-06,.247E-03,.943E-04,.00,.00,.00,.00,                                        ,                                        
