COMID, Gage, Mean_cms, Min_cms, Max_cms, Q0d1, Q0d5, Q1, Q2, Q3, Q5, Q10, Q15, Q20, Q25, Q30, Q35, Q40, Q45, Q50, Q55, Q60, Q65, Q70, Q75, Q80, Q85, Q90, Q95, Q97, Q98, Q99
10067073,02042500,8.3135015041676,0.00141584,416.25696,8.48124366906695,7.01661122822406,5.07512171361837,4.5301422007466,3.71267293143895,2.89179754017584,1.93467727069479,1.53275487995186,1.3249814406695,1.14105085507527,1.02864883054547,0.906028440149321,0.807250903441312,0.725503976510546,0.650569293490678,0.57222848851536,0.510918293317286,0.415546878564726,0.344018317500306,0.270446083262617,0.218332417344254,0.150209978235282,0.0987775367080086,0.0521136659183632,0.0391704024876586,0.0354236683366652,0.0324944034549794
10063821,0204278995,0.102554964094276,0.018689088,1.60556256,5.88121545677245,5.88121545677245,5.301377313147,2.54024329588294,2.13711772936238,1.49377350333986,1.09340907083657,0.971919174076949,0.878040617489971,0.842145875265538,0.806251133041106,0.762072988764881,0.717894844488656,0.695805772350543,0.673716700212431,0.637821957987998,0.604688349780829,0.577077009608189,0.560510205504604,0.538421133366492,0.505287525159323,0.394842164468761,0.320291546002631,0.248502061553765,0.220890721381125,0.220890721381125,0.215368453346597
