COMID_count,Area_ha,Flow_mm,Sed_mgha,TN_kgha,TP_kgha,OrgN_kgha,SedP_kgha,NO3_kgha,SolP_kgha,NH3_kgha,NO2_kgha
86,319287.7,433.9752,0.8309897,3.840427,0.4224427,0.5469427,0.2640653,3.042244,0.1583774,0.1673092,0.08393131
