point source total from recall
FLO(CM/y),SED(mg/yr),TN(kg/yr),TP(kg/yr),ORGN(kg/yr),SEDP(kg/yr),NO3(kg/yr),SOLP(kg/yr),NH3(kg/yr)
446775946.459449,0,1496119,150820.2,374029.808511001,61811.5654654999,1122089.3999465,89008.6608885,0
