 ceap_07010101             SWAT+ 2025-09-15        MODULAR Rev 2025.61.0.2.5-359-g015381a                 
   jday   mon   day    yr   unit  gis_id  name                 sedyld     sedorgn     sedorgp     surqno3     lat3no3    surqsolp        usle     sedminp     tileno3     lchlabp    tilelabp      satexn    plant_cov       mgt_ops                          percn
                                                                  tha        kgha        kgha        kgha        kgha        kgha        tons        kgha        kgha        kgha        kgha        kgha                                                      kgha
    88     3    28  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
    88     3    28  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
    89     3    29  2000       1       1  HRU_1                  0.060       0.193       0.024       0.060       0.000       0.000       0.000       0.006       0.000       0.000       0.000       0.000   soyb            null                                 0.000
    89     3    29  2000       2       2  HRU_2                  0.028       0.215       0.026       0.042       0.000       0.000       0.000       0.003       0.000       0.000       0.000       0.000   swht            null                                 0.000
    89     3    29  2000       3       3  HRU_3                  0.002       0.008       0.001       0.054       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
    90     3    30  2000       1       1  HRU_1                  0.000       0.040       0.005       0.012       0.000       0.000       0.000       0.001       0.000       0.000       0.000       0.000   soyb            null                                 0.000
    90     3    30  2000       2       2  HRU_2                  0.000       0.095       0.012       0.018       0.000       0.000       0.000       0.001       0.000       0.000       0.000       0.000   swht            null                                 0.000
    90     3    30  2000       3       3  HRU_3                  0.000       0.004       0.001       0.029       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
    91     3    31  2000       1       1  HRU_1                  0.000       0.008       0.001       0.003       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
    91     3    31  2000       2       2  HRU_2                  0.000       0.042       0.005       0.008       0.000       0.000       0.000       0.001       0.000       0.000       0.000       0.000   swht            null                                 0.000
    91     3    31  2000       3       3  HRU_3                  0.000       0.002       0.000       0.020       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
    92     4     1  2000       1       1  HRU_1                  0.000       0.002       0.000       0.001       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
    92     4     1  2000       2       2  HRU_2                  0.000       0.018       0.002       0.004       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
    92     4     1  2000       3       3  HRU_3                  0.000       0.001       0.000       0.011       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
    93     4     2  2000       1       1  HRU_1                  0.019       0.065       0.008       0.028       0.000       0.000       0.000       0.002       0.000       0.000       0.000       0.000   soyb            null                                 0.000
    93     4     2  2000       2       2  HRU_2                  0.000       0.008       0.001       0.002       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
    93     4     2  2000       3       3  HRU_3                  0.000       0.001       0.000       0.006       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
    94     4     3  2000       1       1  HRU_1                  0.000       0.013       0.002       0.006       0.001       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
    94     4     3  2000       2       2  HRU_2                  0.000       0.004       0.000       0.001       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
    94     4     3  2000       3       3  HRU_3                  0.000       0.000       0.000       0.003       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
    95     4     4  2000       1       1  HRU_1                  0.000       0.003       0.000       0.001       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
    95     4     4  2000       2       2  HRU_2                  0.000       0.002       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
    95     4     4  2000       3       3  HRU_3                  0.000       0.000       0.000       0.002       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
    96     4     5  2000       1       1  HRU_1                  0.000       0.001       0.000       0.000       0.001       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
    96     4     5  2000       2       2  HRU_2                  0.000       0.001       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
    96     4     5  2000       3       3  HRU_3                  0.000       0.000       0.000       0.001       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
    97     4     6  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
    97     4     6  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
    97     4     6  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
    98     4     7  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
    98     4     7  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
    98     4     7  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
    99     4     8  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
    99     4     8  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
    99     4     8  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   100     4     9  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   100     4     9  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   100     4     9  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   101     4    10  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   101     4    10  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   101     4    10  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   102     4    11  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   102     4    11  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   102     4    11  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   103     4    12  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   103     4    12  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   103     4    12  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   104     4    13  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   104     4    13  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   104     4    13  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   105     4    14  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   105     4    14  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   105     4    14  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   106     4    15  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   106     4    15  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   106     4    15  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   107     4    16  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   107     4    16  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   107     4    16  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   108     4    17  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   108     4    17  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   108     4    17  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   109     4    18  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   109     4    18  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   109     4    18  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   110     4    19  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   110     4    19  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   110     4    19  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   111     4    20  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   111     4    20  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   111     4    20  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   112     4    21  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   112     4    21  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   112     4    21  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   113     4    22  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   113     4    22  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   113     4    22  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   114     4    23  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   114     4    23  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   114     4    23  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   115     4    24  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   115     4    24  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   115     4    24  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   116     4    25  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   116     4    25  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   116     4    25  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   117     4    26  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   117     4    26  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   117     4    26  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   118     4    27  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   118     4    27  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   118     4    27  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   119     4    28  2000       1       1  HRU_1                  0.470       1.505       0.184       0.004       0.000       0.002       0.000       0.048       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   119     4    28  2000       2       2  HRU_2                  0.001       0.007       0.001       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   119     4    28  2000       3       3  HRU_3                  0.001       0.003       0.000       0.001       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   120     4    29  2000       1       1  HRU_1                  0.000       0.311       0.038       0.001       0.000       0.000       0.000       0.010       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   120     4    29  2000       2       2  HRU_2                  0.000       0.003       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   120     4    29  2000       3       3  HRU_3                  0.000       0.002       0.000       0.001       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   121     4    30  2000       1       1  HRU_1                  0.000       0.064       0.008       0.000       0.000       0.000       0.000       0.002       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   121     4    30  2000       2       2  HRU_2                  0.000       0.001       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   121     4    30  2000       3       3  HRU_3                  0.000       0.001       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   122     5     1  2000       1       1  HRU_1                  0.000       0.013       0.002       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   122     5     1  2000       2       2  HRU_2                  0.000       0.001       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   122     5     1  2000       3       3  HRU_3                  0.000       0.001       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   123     5     2  2000       1       1  HRU_1                  0.000       0.003       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   123     5     2  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   123     5     2  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   124     5     3  2000       1       1  HRU_1                  0.000       0.001       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   124     5     3  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   124     5     3  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   125     5     4  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   125     5     4  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   125     5     4  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   126     5     5  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   126     5     5  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   126     5     5  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   127     5     6  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   127     5     6  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   127     5     6  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   128     5     7  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   128     5     7  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   128     5     7  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   129     5     8  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   129     5     8  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   129     5     8  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   130     5     9  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   130     5     9  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   130     5     9  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   131     5    10  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   131     5    10  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   131     5    10  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   132     5    11  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   132     5    11  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   132     5    11  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   133     5    12  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   133     5    12  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   133     5    12  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   134     5    13  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   134     5    13  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   134     5    13  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   135     5    14  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   135     5    14  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   135     5    14  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   136     5    15  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   136     5    15  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   136     5    15  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   137     5    16  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   137     5    16  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   137     5    16  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   138     5    17  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   138     5    17  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   138     5    17  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   139     5    18  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   139     5    18  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   139     5    18  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   140     5    19  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   140     5    19  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   140     5    19  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   141     5    20  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   141     5    20  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   141     5    20  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   142     5    21  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   142     5    21  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   142     5    21  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   143     5    22  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   143     5    22  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   143     5    22  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   144     5    23  2000       1       1  HRU_1                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   soyb            null                                 0.000
   144     5    23  2000       2       2  HRU_2                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
   144     5    23  2000       3       3  HRU_3                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000   swht            null                                 0.000
